payment_id,order_id,amount_received,payment_date,payment_mode
692,755,13743.12,2026-04-01,UPI
693,756,6990.5,2025-10-17,Cheque
694,757,4822.54,2026-03-28,UPI
695,758,19090.3,2025-09-20,UPI
696,759,13861.68,2026-05-13,Cheque
697,760,6270.43,2025-08-16,Cheque
698,761,21954.1,2026-05-15,UPI
699,762,41481.35,2026-06-05,UPI
700,763,7396.61,,Cheque
701,764,3456.0,2026-02-11,UPI
702,765,5310.68,2026-05-26,UPI
703,766,8294.4,2025-10-09,UPI
704,767,16986.84,2025-07-05,NEFT
705,768,5009.86,2025-08-18,UPI
706,769,3959.5,2025-11-01,UPI
707,770,46107.2,2025-10-11,NEFT
708,771,11884.54,2025-12-01,Cheque
709,772,23522.5,2026-06-30,UPI
710,773,30919.91,2025-07-04,NEFT
711,774,32536.75,2026-02-17,Cheque
712,775,7872.63,2026-04-21,UPI
713,776,841.62,,NEFT
714,777,9102.79,2025-09-28,NEFT
715,778,23030.41,2025-11-02,NEFT
716,779,10728.6,2025-12-28,Cheque
717,780,2776.91,2026-04-17,UPI
718,781,6776.82,2025-07-07,Cheque
719,782,7735.45,2026-07-06,Cheque
720,783,22331.05,2025-10-27,NEFT
721,784,3026.63,2026-07-28,Cheque
722,785,25901.85,2026-01-15,UPI
723,786,4634.08,2026-06-20,Cheque
724,787,4481.14,2026-04-08,UPI
725,788,23126.79,2026-03-18,UPI
726,789,3233.46,2025-06-21,NEFT
727,790,5808.81,2025-09-25,Cheque
728,791,4040.48,2026-03-27,UPI
729,792,5626.22,2025-11-05,Cheque
730,793,15989.88,2025-08-08,Cheque
731,794,6971.36,2025-10-27,NEFT
732,795,3539.73,2025-10-05,UPI
733,796,8053.05,2025-06-12,UPI
734,797,9453.6,2026-04-24,UPI
735,798,6857.72,2026-03-27,NEFT
736,799,40886.18,2025-07-27,NEFT
737,800,12338.11,2025-07-13,UPI
738,801,33327.56,2026-03-29,NEFT
739,802,18460.12,2025-09-07,NEFT
740,803,12296.34,2025-11-27,NEFT
741,804,10147.34,2026-03-11,NEFT
742,806,1297.72,,UPI
743,807,23298.33,2025-07-14,UPI
744,808,26193.17,2026-04-04,NEFT
745,809,23060.05,2026-06-18,NEFT
746,810,7810.2,2026-05-18,NEFT
747,811,47879.16,2026-04-03,Cheque
748,812,32328.07,2026-05-14,Cheque
749,813,4058.56,2025-10-20,UPI
750,814,16137.5,2026-03-21,UPI
751,815,8209.9,2026-01-31,UPI
752,817,26152.95,2026-05-07,Cheque
753,818,11919.44,2026-03-19,Cheque
754,819,6429.35,2026-02-18,NEFT
755,820,8446.34,2026-07-31,UPI
756,821,4127.23,2025-12-31,UPI
757,822,10171.52,2026-03-12,UPI
758,823,23263.98,2026-02-24,NEFT
759,824,9035.76,2026-05-27,NEFT
760,825,22873.33,2026-05-15,UPI
761,826,39508.78,2025-11-01,NEFT
762,827,2737.22,2026-01-08,UPI
763,828,18460.12,2025-11-10,NEFT
764,829,5376.5,2026-02-21,Cheque
765,832,19370.44,2025-11-14,UPI
766,833,11727.25,2025-07-11,NEFT
767,834,4440.48,2025-12-28,Cheque
768,835,8756.45,2025-08-20,NEFT
769,836,1002.83,,NEFT
770,838,26046.87,2026-06-21,NEFT
771,839,28643.24,2025-05-27,NEFT
772,840,500.54,,UPI
773,841,7152.4,2025-07-25,NEFT
774,844,14526.1,2026-06-26,UPI
775,845,12407.85,2026-02-17,NEFT
776,846,14526.1,2025-07-01,Cheque
777,847,32722.2,2025-12-14,Cheque
778,848,1886.16,2025-11-22,UPI
779,849,8880.69,2026-07-07,Cheque
780,850,39867.66,2025-06-18,NEFT
781,851,7560.92,2025-05-30,UPI
782,852,29398.96,2026-02-10,Cheque
783,853,41878.0,2025-10-11,NEFT
784,854,7481.14,2025-08-26,UPI
785,856,7955.55,2025-07-30,UPI
786,857,8851.56,2025-07-31,UPI
787,858,5792.6,2025-12-06,UPI
788,859,7486.07,2025-10-05,Cheque
789,860,14651.78,2025-08-05,Cheque
790,861,9398.27,2026-03-07,UPI
791,862,33647.1,2026-03-22,NEFT
792,863,14653.79,2025-07-18,NEFT
793,864,3797.48,2025-06-25,UPI
794,865,638.9,2025-09-09,UPI
795,866,13196.7,2025-05-24,Cheque
796,867,4971.14,2026-06-02,Cheque
797,869,9937.75,2026-03-21,Cheque
798,870,7732.55,2026-03-07,UPI
799,872,36246.32,2025-06-02,NEFT
800,873,20372.14,2026-02-02,NEFT
801,874,2231.04,2025-10-18,Cheque
802,875,14167.51,2025-10-23,Cheque
803,876,17523.38,2025-07-10,UPI
804,877,29503.19,2025-11-02,Cheque
805,878,12214.04,2025-12-03,Cheque
806,879,37206.93,2025-09-23,NEFT
807,880,20325.98,2026-05-21,UPI
808,881,19840.97,2025-11-18,Cheque
809,882,18732.19,2025-12-31,Cheque
810,883,20642.4,2025-12-24,UPI
811,884,4063.89,,UPI
812,885,12293.04,2026-03-04,UPI
813,886,42074.79,2026-07-26,Cheque
814,887,1292.48,2026-06-14,NEFT
815,888,20524.75,2025-08-09,NEFT
816,889,6328.42,2026-03-21,NEFT
817,890,10711.48,2025-12-30,NEFT
818,891,9372.54,2025-09-04,NEFT
819,892,3950.38,2026-01-01,Cheque
820,894,6658.73,2025-08-19,Cheque
821,895,3124.08,2026-01-15,UPI
822,896,5532.63,,NEFT
823,898,4732.62,2026-02-09,Cheque
824,899,23112.38,2025-08-01,Cheque
825,900,2500.58,2025-10-28,NEFT
826,901,49762.09,2026-01-09,Cheque
827,902,3103.39,2025-10-28,NEFT
828,904,22492.83,2026-07-31,NEFT
829,905,5875.2,2025-06-18,NEFT
830,906,7557.77,2025-07-13,UPI
831,907,5553.81,2026-02-18,UPI
832,909,37153.09,2025-09-24,Cheque
833,911,13537.68,2025-08-13,Cheque
834,912,18324.15,2025-12-11,NEFT
835,914,3957.17,2025-12-08,Cheque
836,915,13734.1,2026-01-26,NEFT
837,916,13341.53,2026-06-09,NEFT
838,917,7560.92,2026-05-02,Cheque
839,918,9917.47,2026-06-16,NEFT
840,919,21758.91,2025-11-05,NEFT
841,920,4104.95,2025-11-03,Cheque
842,921,31383.54,2025-09-24,Cheque
843,922,42106.38,2025-09-08,UPI
844,923,9256.53,2026-01-17,Cheque
845,924,3550.81,2026-03-27,Cheque
846,925,20905.28,2025-10-30,Cheque
847,926,19139.64,2026-02-11,Cheque
848,927,17946.34,2025-11-23,NEFT
849,928,2940.54,2025-08-20,NEFT
850,930,10609.06,2025-06-19,NEFT
851,931,14777.82,2026-04-07,Cheque
852,932,3468.92,2026-05-11,NEFT
853,933,2966.32,2026-05-03,Cheque
854,934,40068.46,2026-06-25,NEFT
855,935,19178.83,2025-09-22,UPI
856,937,4379.4,2026-07-30,Cheque
857,938,15467.28,2025-11-03,UPI
858,939,3053.94,2026-03-18,UPI
859,940,13971.42,2025-06-03,UPI
860,941,3844.33,2025-11-11,UPI
861,942,9325.83,2026-02-16,NEFT
862,943,5494.9,2025-06-11,UPI
863,944,20833.66,2026-07-31,Cheque
864,945,34580.4,2025-05-07,Cheque
865,946,6251.36,2025-06-02,UPI
866,947,5618.32,2025-06-21,Cheque
867,948,3943.4,2026-02-17,UPI
868,949,6720.63,2025-05-28,Cheque
869,950,6593.3,2026-07-31,Cheque
870,951,1628.55,2025-08-27,Cheque
871,952,2838.37,2026-04-02,NEFT
872,953,8947.9,2026-04-17,NEFT
873,954,8469.68,2026-07-31,NEFT
874,955,80.1,,Cheque
875,956,11075.73,2025-06-30,UPI
876,957,6543.46,2025-12-02,Cheque
877,958,29313.61,2026-02-01,Cheque
878,959,2671.81,2025-07-31,UPI
879,960,23298.33,2026-02-27,UPI
880,961,2421.16,2025-10-26,Cheque
881,962,32464.53,2026-07-31,Cheque
882,963,1992.28,2026-03-24,Cheque
883,964,15680.84,2026-07-21,NEFT
884,965,15035.44,2025-07-30,Cheque
885,966,3997.35,2025-07-10,NEFT
886,967,1413.85,,UPI
887,969,1876.32,2026-04-19,Cheque
888,970,33824.48,2025-06-23,UPI
889,972,2329.6,2025-11-07,UPI
890,973,6836.12,,Cheque
891,974,44832.59,2026-02-11,UPI
892,975,14623.13,2025-11-30,UPI
893,976,3752.64,2025-11-04,NEFT
894,977,4037.86,2026-02-25,UPI
895,978,8030.61,2026-07-31,NEFT
896,979,28289.14,2026-04-24,NEFT
897,980,6710.93,2026-06-15,Cheque
898,981,13720.23,2025-05-23,Cheque
899,982,6149.76,2026-04-02,UPI
900,983,6053.31,2025-11-30,UPI
901,984,15569.64,2026-01-30,Cheque
902,985,3257.41,2025-12-02,UPI
903,986,26573.55,2026-04-16,NEFT
904,987,28334.4,2026-07-13,UPI
905,988,21545.76,2025-07-20,NEFT
906,989,16147.29,2026-07-13,Cheque
907,991,13767.41,2026-01-20,Cheque
908,992,8854.5,2026-03-19,NEFT
909,993,24826.92,2025-12-06,NEFT
910,994,10897.56,2025-05-14,UPI
911,995,38481.31,2026-04-21,UPI
912,996,1638.33,2026-01-24,NEFT
913,997,2012.86,2025-06-06,UPI
914,998,6622.51,,Cheque
915,999,8209.9,2025-10-05,Cheque
916,1000,5355.74,2026-01-11,NEFT
917,1001,3639.5,,UPI
918,1002,13985.03,2026-02-01,Cheque
919,1003,6501.66,2025-05-25,Cheque
920,1004,20882.0,2026-06-22,Cheque
921,1005,13889.15,2025-12-20,UPI
922,1006,3034.79,2026-07-31,NEFT
923,1007,30083.73,2025-12-22,UPI
924,1008,15572.32,2025-07-03,NEFT
925,1009,20676.51,2026-06-29,Cheque
926,1010,1187.57,,UPI
927,1011,19685.45,2025-08-24,NEFT
928,1012,11794.34,2026-03-25,NEFT
929,1013,3810.84,2026-02-10,NEFT
930,1014,26371.6,2026-07-21,UPI
931,1015,35280.36,2026-02-23,Cheque
932,1016,7345.94,2025-09-15,Cheque
933,1017,33233.6,2025-07-21,Cheque
934,1018,5801.44,2026-04-07,Cheque
935,1019,19479.07,2025-10-31,UPI
936,1020,8023.74,2025-06-06,Cheque
937,1021,34870.6,2026-06-17,NEFT
938,1022,8455.65,2026-03-20,UPI
939,1023,19436.04,2026-07-31,UPI
940,1024,3973.72,2025-10-04,UPI
941,1025,19194.94,2025-11-13,Cheque
942,1027,3049.47,2025-08-06,UPI
943,1028,1936.27,2026-05-06,Cheque
944,1029,3967.01,2025-09-09,NEFT
945,1031,19186.86,2026-01-28,UPI
946,1032,24431.53,2025-12-30,Cheque
947,1033,38959.8,2026-06-11,NEFT
948,1034,1462.46,2025-05-26,NEFT
949,1035,4765.72,,UPI
950,1036,36739.49,2026-01-30,Cheque
951,1037,28926.66,2025-11-19,UPI
952,1038,9384.32,2026-07-31,UPI
953,1039,478.23,2026-04-27,Cheque
954,1041,21605.0,2025-10-10,Cheque
955,1042,15628.95,2025-08-05,Cheque
956,1043,2247.53,2025-12-07,NEFT
957,1044,14060.37,2026-07-23,Cheque
958,1045,332.4,,NEFT
959,1046,12372.27,2026-05-08,UPI
960,1047,7405.66,,UPI
961,1048,11491.32,2025-10-13,Cheque
962,1049,2330.68,2025-07-13,NEFT
963,1050,17344.62,2026-04-09,UPI
964,1051,9566.87,2025-11-14,NEFT
965,1052,2945.02,,Cheque
966,1054,10046.96,2026-07-04,NEFT
967,1055,1458.9,2026-07-31,UPI
968,1056,19218.07,2025-07-08,Cheque
969,1057,11358.28,2026-07-08,Cheque
970,1058,47710.04,2025-11-20,Cheque
971,1059,42354.64,2026-05-18,UPI
972,1060,3125.04,,NEFT
973,1061,16573.6,2026-05-29,Cheque
974,1062,15575.36,2026-03-12,NEFT
975,1064,12166.8,2025-07-14,NEFT
976,1065,30152.16,2026-07-12,Cheque
977,1066,15041.86,2026-02-21,NEFT
978,1067,30152.16,2025-10-06,NEFT
979,1068,9596.13,2025-09-21,NEFT
980,1070,10102.6,2025-11-09,NEFT
981,1071,32839.36,2026-01-18,NEFT
982,1072,10955.99,2025-06-03,NEFT
983,1074,3843.6,2025-07-21,Cheque
984,1075,17870.3,2026-01-25,NEFT
985,1076,10146.42,2025-11-12,NEFT
986,1077,35614.82,2026-04-28,NEFT
987,1078,30835.72,2026-07-31,NEFT
988,1079,6435.78,2025-10-02,NEFT
989,1080,4076.87,2026-03-27,UPI
990,1081,17891.34,2026-03-12,NEFT
991,1082,8728.0,2026-02-07,Cheque
992,1083,7530.36,2025-08-11,NEFT
993,1084,8037.57,2026-01-14,Cheque
994,1085,6347.16,2025-12-12,Cheque
995,1086,37874.28,2026-03-29,NEFT
996,1087,4039.92,2025-07-08,NEFT
997,1088,34920.09,2025-12-02,UPI
998,1089,28020.63,2025-06-28,NEFT
999,1090,43387.05,2025-09-03,UPI
1000,1091,34988.62,2026-06-27,NEFT
1001,1092,2431.39,2026-06-03,Cheque
1002,1093,18108.0,2026-07-10,Cheque
1003,1094,12454.02,2025-08-30,NEFT
1004,1095,21635.23,2026-04-22,UPI
1005,1096,22822.32,2026-02-20,Cheque
1006,1098,35516.16,2025-08-12,Cheque
1007,1099,6773.76,2025-07-25,Cheque
1008,1100,1820.87,2026-02-13,Cheque
1009,1101,11407.32,2025-06-03,NEFT
1010,1102,4378.08,2025-09-16,Cheque
1011,1103,740.25,2025-08-23,Cheque
1012,1104,743.68,2025-08-21,Cheque
1013,1105,3890.62,2025-06-24,NEFT
1014,1106,5393.6,2025-12-16,Cheque
1015,1107,4427.52,2025-08-08,UPI
1016,1108,14167.51,2025-05-25,NEFT
1017,1109,6148.17,2026-03-08,NEFT
1018,1110,5910.46,2026-04-25,NEFT
1019,1111,7427.1,2026-07-19,Cheque
1020,1112,10044.45,2026-06-26,Cheque
1021,1113,44292.27,2025-06-30,UPI
1022,1114,32233.92,2026-07-23,Cheque
1023,1115,4287.2,2026-04-02,UPI
1024,1116,23263.98,2025-07-06,UPI
1025,1117,4854.08,2025-05-30,UPI
1026,1118,23518.85,2026-03-03,Cheque
1027,1119,11759.43,2025-12-18,NEFT
1028,1120,5862.6,2025-12-13,UPI
1029,1121,31728.88,2026-07-07,NEFT
1030,1122,5838.72,2026-05-18,NEFT
1031,1123,7112.45,2025-10-07,UPI
1032,1124,26340.97,2026-06-05,UPI
1033,1125,4439.4,2026-01-24,NEFT
1034,1126,27589.28,2026-07-06,Cheque
1035,1127,775.28,,UPI
1036,1128,6149.76,2025-08-20,Cheque
1037,1129,24246.24,2025-06-17,Cheque
1038,1130,550.36,2026-03-30,NEFT
1039,1131,23709.08,2025-11-07,UPI
1040,1132,4347.61,,UPI
1041,1133,16563.53,2026-01-18,NEFT
1042,1134,25195.71,2025-07-12,NEFT
1043,1135,2977.68,2026-01-22,Cheque
1044,1136,1700.5,2025-06-13,NEFT
1045,1137,15944.13,2026-01-05,Cheque
1046,1138,8050.53,2026-07-31,NEFT
1047,1139,22469.2,2025-12-18,UPI
1048,1140,1122.89,2026-07-06,Cheque
1049,1141,7212.68,2025-11-09,NEFT
1050,1142,3170.88,2026-05-19,UPI
1051,1143,4473.95,2026-05-31,NEFT
1052,1144,16563.53,2025-07-29,NEFT
1053,1145,6489.73,2026-07-10,Cheque
1054,1146,4015.73,2025-07-17,UPI
1055,1147,2736.29,2026-02-05,UPI
1056,1149,30622.82,2026-02-21,UPI
1057,1150,2583.64,2026-02-12,NEFT
1058,1151,6840.97,,Cheque
1059,1152,6561.28,2025-11-14,Cheque
1060,1153,28399.5,2025-11-13,Cheque
1061,1154,3021.64,2026-04-22,NEFT
1062,1155,32964.5,2026-07-31,UPI
1063,1156,47533.2,2026-05-20,UPI
1064,1157,6857.72,2026-06-20,NEFT
1065,1158,15350.44,2026-04-03,NEFT
1066,1159,4552.08,,UPI
1067,1160,6651.73,2026-07-31,Cheque
1068,1161,7767.11,2026-01-01,Cheque
1069,1162,3029.1,2025-11-11,UPI
1070,1163,5016.35,2025-10-03,Cheque
1071,1164,10032.69,2026-01-04,UPI
1072,1165,1292.48,2026-02-01,UPI
1073,1166,9512.69,2026-01-31,NEFT
1074,1167,24606.81,2026-05-31,Cheque
1075,1168,19316.8,2026-07-17,UPI
1076,1169,21871.39,2025-06-06,Cheque
1077,1170,8187.82,2026-01-04,Cheque
1078,1172,303.23,,Cheque
1079,1173,394.8,2025-10-10,NEFT
1080,1174,14984.82,2026-07-08,NEFT
1081,1175,43284.89,2026-05-09,Cheque
1082,1176,10450.72,2025-10-05,Cheque
1083,1177,24218.82,2026-07-08,Cheque
1084,1179,3755.36,2026-07-31,UPI
1085,1180,8637.72,2025-07-05,NEFT
1086,1182,6565.77,2025-09-12,UPI
1087,1183,1565.38,,Cheque
1088,1184,46861.6,2026-06-28,UPI
1089,1185,3122.21,2026-06-08,Cheque
1090,1186,11874.06,2026-07-31,UPI
1091,1187,1216.87,,UPI
1092,1188,5983.29,2025-09-12,UPI
1093,1189,16925.55,2025-08-31,NEFT
1094,1190,29575.01,2025-11-22,UPI
1095,1191,4022.02,2025-08-09,NEFT
1096,1192,16019.91,2026-05-27,Cheque
1097,1193,5581.44,2025-06-25,Cheque
1098,1194,20631.35,2025-07-16,Cheque
1099,1196,12005.72,2026-07-31,NEFT
1100,1197,6435.78,2025-09-23,NEFT
1101,1198,7257.6,2026-07-30,UPI
1102,1199,33669.35,2025-08-06,NEFT
1103,1200,40165.76,2026-06-22,UPI
1104,1201,10187.68,2026-07-25,UPI
1105,1202,9509.3,2026-03-25,NEFT
1106,1203,15420.57,2025-06-19,UPI
1107,1204,3423.54,,UPI
1108,1205,2951.68,2025-06-26,NEFT
1109,1206,11411.16,2025-05-24,NEFT
1110,1207,28746.96,2025-07-16,UPI
1111,1208,36070.74,2025-10-28,Cheque
1112,1209,13019.65,2026-01-13,UPI
1113,1210,17344.57,2025-09-08,UPI
1114,1211,12858.7,2025-11-28,Cheque
1115,1212,8575.85,2026-03-03,UPI
1116,1213,10448.84,2026-03-14,Cheque
1117,1214,6622.79,2025-08-06,NEFT
1118,1215,8851.56,2025-06-30,Cheque
1119,1216,40101.19,2026-03-14,UPI
1120,1217,34718.49,2025-11-17,Cheque
1121,1218,29246.26,2026-07-28,UPI
1122,1219,31470.72,2026-07-22,UPI
1123,1220,3665.5,2025-08-23,NEFT
1124,1221,5419.01,2025-07-14,NEFT
1125,1222,15746.4,2025-05-23,NEFT
1126,1223,1998.82,2026-03-21,UPI
1127,1224,19323.74,2026-04-14,Cheque
1128,1225,3267.92,2025-07-24,NEFT
1129,1226,2938.94,2026-04-10,NEFT
1130,1227,4203.97,2026-06-14,Cheque
1131,1228,24826.92,2025-08-07,UPI
1132,1229,3416.87,2026-04-13,NEFT
1133,1230,5724.1,2026-07-31,UPI
1134,1231,693.39,2025-11-04,NEFT
1135,1232,31688.8,2026-02-26,UPI
1136,1233,4072.37,2026-01-08,Cheque
1137,1234,17603.75,2026-01-17,UPI
1138,1235,32763.97,2025-08-08,UPI
1139,1236,27031.22,2025-07-26,NEFT
1140,1237,7071.82,2025-12-15,Cheque
1141,1239,8701.89,2026-05-18,UPI
1142,1240,34968.34,2025-10-09,NEFT
1143,1241,7192.56,2026-05-05,UPI
1144,1242,15998.94,2026-04-21,NEFT
1145,1243,2203.99,2026-03-04,Cheque
1146,1244,2596.56,2025-07-29,Cheque
1147,1245,24175.44,2026-03-03,NEFT
1148,1247,38857.61,2025-05-31,NEFT
1149,1248,11875.22,2026-05-01,UPI
1150,1249,36877.92,2026-03-25,NEFT
1151,1250,37747.36,2026-07-24,NEFT
1152,1251,2597.74,2026-07-31,NEFT
1153,1252,4491.16,2025-07-28,NEFT
1154,1253,7455.29,2025-09-18,NEFT
1155,1254,35516.16,2025-06-24,Cheque
1156,1255,2906.99,2025-07-18,UPI
1157,1256,34858.34,2026-06-25,UPI
1158,1258,8855.72,,NEFT
1159,1259,14032.69,2025-08-05,UPI
1160,1260,6437.98,2026-01-16,Cheque
1161,1261,2291.81,,Cheque
1162,1262,14577.99,2026-03-16,NEFT
1163,1263,3625.57,2025-12-16,UPI
1164,1264,6773.76,2026-07-15,Cheque
1165,1265,16474.44,2025-07-22,NEFT
1166,1266,3945.89,2026-02-22,NEFT
1167,1267,32429.64,2025-06-27,NEFT
1168,1269,32377.5,2025-11-04,Cheque
1169,1270,680.88,,UPI
1170,1271,18235.19,2026-07-31,NEFT
1171,1272,31360.32,2026-05-10,UPI
1172,1273,18629.77,2026-03-08,UPI
1173,1274,4368.05,2026-06-30,UPI
1174,1275,3349.18,2026-07-06,Cheque
1175,1276,8210.55,2026-05-26,NEFT
1176,1277,1739.67,2026-06-13,UPI
1177,1278,2584.95,2025-10-19,Cheque
1178,1279,3447.41,,NEFT
1179,1280,8282.78,2025-11-28,Cheque
1180,1281,9939.54,2025-07-23,UPI
1181,1282,7886.8,2026-02-27,UPI
1182,1283,6248.16,2025-10-01,NEFT
1183,1284,1989.17,2026-02-17,NEFT
1184,1285,39867.66,2026-01-20,Cheque
1185,1286,9418.43,2026-03-25,NEFT
1186,1287,22365.87,2025-09-25,UPI
1187,1288,34968.34,2026-06-15,Cheque
1188,1289,30677.17,2025-10-05,Cheque
1189,1291,30808.18,2026-03-06,Cheque
1190,1292,8901.98,2026-02-21,Cheque
1191,1294,8390.24,2025-07-03,NEFT
1192,1295,19610.28,2025-11-03,NEFT
1193,1296,26077.68,2025-07-24,NEFT
1194,1297,20524.75,2026-01-14,Cheque
1195,1298,7913.03,2026-06-17,Cheque
1196,1299,3412.48,2025-11-27,UPI
1197,1302,10668.45,2026-02-20,NEFT
1198,1303,43741.23,2025-10-09,NEFT
1199,1304,1737.78,2025-07-18,UPI
1200,1305,17134.49,2026-07-21,Cheque
1201,1306,49762.09,2026-05-20,Cheque
1202,1308,8030.61,2025-07-29,Cheque
1203,1309,9297.88,2026-01-31,UPI
1204,1310,5790.53,2025-08-09,NEFT
1205,1311,28709.21,2025-08-18,NEFT
1206,1312,46407.78,2026-04-03,Cheque
1207,1313,39299.17,2026-07-31,Cheque
1208,1314,10255.74,2025-09-01,UPI
1209,1315,9000.69,2025-10-25,UPI
1210,1316,8130.72,2025-05-28,NEFT
1211,1317,344.69,,UPI
1212,1318,13640.22,2026-05-03,NEFT
1213,1319,2504.49,2025-05-20,NEFT
1214,1320,17776.6,2025-12-27,Cheque
1215,1321,3010.97,2025-10-07,UPI
1216,1322,4421.06,2026-02-11,UPI
1217,1324,15121.83,2025-07-02,Cheque
1218,1326,1728.0,2026-05-17,UPI
1219,1327,8222.94,2026-06-09,UPI
1220,1329,4952.67,2025-08-10,NEFT
1221,1330,3050.98,2026-06-30,Cheque
1222,1331,2298.24,2025-09-05,NEFT
1223,1333,3813.84,2026-03-16,UPI
1224,1334,14313.88,2026-03-04,UPI
1225,1335,3155.89,2025-12-11,UPI
1226,1336,15121.83,2025-10-19,NEFT
1227,1337,15735.28,2026-01-16,Cheque
1228,1338,16419.28,2025-11-17,NEFT
1229,1339,24082.11,2025-06-06,Cheque
1230,1340,2788.43,2026-01-22,Cheque
1231,1341,3828.46,2026-05-19,Cheque
1232,1342,2321.11,2026-07-23,UPI
1233,1343,7615.67,,Cheque
1234,1344,18184.68,2025-12-19,NEFT
1235,1345,25747.15,2026-06-30,Cheque
1236,1346,3474.2,2026-05-03,NEFT
1237,1347,15820.26,2026-03-24,NEFT
1238,1348,53274.24,2026-07-22,UPI
1239,1349,2128.81,2025-11-08,NEFT
1240,1350,5879.71,2026-02-07,NEFT
1241,1351,2301.39,2026-02-17,Cheque
1242,1352,40606.81,2025-11-09,NEFT
1243,1353,5280.88,2026-07-29,UPI
1244,1354,10705.19,2025-12-18,UPI
1245,1355,10778.77,2026-04-24,NEFT
1246,1356,3109.64,2025-10-22,NEFT
1247,1357,42074.79,2026-01-29,Cheque
1248,1358,5634.31,2026-03-30,NEFT
1249,1360,34805.84,2026-02-02,UPI
1250,1361,14567.56,2025-09-13,NEFT
1251,1362,2623.33,2026-06-13,Cheque
1252,1363,2896.34,2025-07-22,UPI
1253,1364,2308.06,2026-01-10,NEFT
1254,1365,21252.24,2025-06-26,Cheque
1255,1366,7938.97,2025-06-25,UPI
1256,1367,3640.06,2025-11-21,NEFT
1257,1368,34580.4,2025-05-30,UPI
1258,1369,14221.28,2025-10-05,NEFT
1259,1370,25195.71,2026-06-09,Cheque
1260,1371,9942.28,2026-06-29,Cheque
1261,1372,31357.92,2025-06-18,UPI
1262,1373,9664.78,2026-07-31,NEFT
1263,1374,974.62,,Cheque
1264,1376,17097.35,2026-05-07,UPI
1265,1377,3843.6,2025-06-12,Cheque
1266,1378,20621.07,2025-12-24,UPI
1267,1379,2015.3,,UPI
1268,1381,4987.43,2025-11-13,Cheque
1269,1382,6875.36,2026-05-31,NEFT
1270,1383,1482.14,2026-05-23,NEFT
1271,1384,26794.97,2026-01-22,NEFT
1272,1385,28860.98,2026-02-22,NEFT
1273,1386,12415.1,2026-05-15,NEFT
1274,1387,26102.51,2025-10-15,UPI
1275,1388,5948.6,2026-02-02,UPI
1276,1389,5713.0,2026-07-05,Cheque
1277,1390,1085.89,2026-07-31,UPI
1278,1391,23928.76,2025-11-21,Cheque
1279,1392,28345.12,2025-10-19,NEFT
1280,1393,1288.74,,UPI
1281,1394,23481.81,2025-05-31,Cheque
1282,1395,43664.58,2025-06-15,NEFT
1283,1396,13181.87,2025-06-02,UPI
1284,1397,6461.65,2026-05-05,Cheque
1285,1398,9091.07,2026-01-13,Cheque
1286,1399,3580.0,2025-11-25,UPI
1287,1400,12086.13,2026-04-04,UPI
1288,1401,22025.44,2025-08-02,UPI
1289,1402,32872.18,2026-04-12,Cheque
1290,1403,9368.65,2025-08-15,Cheque
1291,1404,1073.78,2026-02-02,NEFT
1292,1405,1671.23,2025-08-26,NEFT
1293,1406,42074.79,2025-08-29,UPI
1294,1407,21558.95,2026-07-31,UPI
1295,1408,5534.41,2025-10-03,NEFT
1296,1409,50233.25,2025-11-14,NEFT
1297,1410,12987.48,2025-11-29,NEFT
1298,1411,7357.86,,Cheque
1299,1412,6349.52,,UPI
1300,1413,29514.36,2025-12-27,UPI
1301,1414,6251.36,2025-11-27,UPI
1302,1415,6437.98,2026-07-10,UPI
1303,1416,3301.78,2026-03-01,NEFT
1304,1417,20195.9,2026-04-02,Cheque
1305,1419,3390.9,,UPI
1306,1420,26242.5,2026-05-24,Cheque
1307,1421,2626.56,2025-07-12,UPI
1308,1422,4516.92,2025-11-12,Cheque
1309,1423,20658.61,2025-11-02,Cheque
1310,1424,1350.91,2025-11-13,Cheque
1311,1425,7791.48,2026-02-07,NEFT
1312,1426,12822.06,2026-07-06,UPI
1313,1427,38974.54,2026-04-30,Cheque
1314,1428,13785.21,2026-02-18,UPI
1315,1430,6065.17,,NEFT
1316,1431,6641.28,2026-05-17,UPI
1317,1432,2256.26,,Cheque
1318,1433,5673.25,2025-08-04,NEFT
1319,1435,18127.85,2026-05-25,NEFT
1320,1436,3119.04,,UPI
1321,1437,12647.37,2025-10-14,UPI
1322,1438,1784.58,2025-07-03,NEFT
1323,1439,3322.4,2026-02-20,NEFT
1324,1441,33378.87,2025-09-07,NEFT
1325,1442,9917.47,2026-04-10,NEFT
1326,1443,16121.64,2026-07-15,Cheque
1327,1444,16878.67,2025-10-19,NEFT
1328,1445,29531.79,2026-06-09,Cheque
1329,1446,5361.56,2026-05-15,Cheque
1330,1447,31456.13,2026-05-04,Cheque
1331,1448,2569.49,2025-12-18,NEFT
1332,1449,48695.5,2026-03-30,Cheque
1333,1450,7359.84,2025-11-21,Cheque
1334,1451,6656.51,2025-12-11,Cheque
1335,1452,12230.6,2025-06-29,NEFT
1336,1453,16620.25,2026-04-19,NEFT
1337,1454,2850.77,2025-09-09,Cheque
1338,1455,1239.18,2025-10-19,UPI
1339,1456,47832.39,2025-11-13,Cheque
1340,1457,8694.01,2025-06-25,UPI
1341,1458,10901.07,2026-07-27,NEFT
1342,1459,20886.2,2026-04-27,UPI
